Unidade;Sigla;Conhecimento;Relevancia (Score);Ordem;Tipo_de_Conhecimento;Grau_Conhecimento_Instalado
Serviço de Normatização Técnica;SENOT;Engenharia Química > Processos Industriais de Engenharia Química > Eletroquímica Avançada e em Processos de Separação;11.45%;4;Apoio;1
Serviço de Normatização Técnica;SENOT;Engenharia Química > Operações Industriais e Equipamentos para Engenharia Química > Novas Tecnologias;11.32%;5;Apoio;1
Coordenação de Processamento Administrativo;COADM;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;32.45%;1;Apoio;1
Coordenação de Processamento Administrativo;COADM;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais de Engenharia Química;25.58%;2;Apoio;1
Coordenação de Processamento Administrativo;COADM;Engenharia Química > Processos Industriais de Engenharia Química > Processos de Separação;24.72%;3;Apoio;1
Coordenação de Processamento Administrativo;COADM;Engenharia Química > Processos Industriais de Engenharia Química > Processos Industriais e Equipamentos para Engenharia Química;21.13%;4;Apoio;1
Coordenação de Processamento Administrativo;COADM;Engenharia Química > Processos Industriais de Engenharia Química > Eletroquímica Avançada e em Processos de Separação;21.00%;5;Apoio;1
Divisão de Anotações e Transferência de Titularidade;DIATI;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;22.27%;1;Apoio;1
Divisão de Anotações e Transferência de Titularidade;DIATI;Engenharia Mecânica > Fenômenos de Transporte > Navios e Outras Embarcações;21.96%;2;Apoio;1
Divisão de Anotações e Transferência de Titularidade;DIATI;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;18.44%;3;Apoio;1
Divisão de Anotações e Transferência de Titularidade;DIATI;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;18.10%;4;Apoio;1
Divisão de Anotações e Transferência de Titularidade;DIATI;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;17.51%;5;Apoio;1
Serviço de Exame Formal e Notificações;SEFOR;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;42.08%;1;Apoio;1
Serviço de Exame Formal e Notificações;SEFOR;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;15.18%;2;Apoio;1
Serviço de Exame Formal e Notificações;SEFOR;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;15.04%;3;Apoio;1
Serviço de Exame Formal e Notificações;SEFOR;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Cozedura ao Forno;14.49%;4;Apoio;1
Serviço de Exame Formal e Notificações;SEFOR;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;13.89%;5;Apoio;1
Serviço de Gestão de Dados Bibliográficos e Emissão de Documentos;SEGED;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;33.64%;1;Apoio;1
Serviço de Gestão de Dados Bibliográficos e Emissão de Documentos;SEGED;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Massas para Cozedura ao Forno;14.79%;2;Apoio;1
Serviço de Gestão de Dados Bibliográficos e Emissão de Documentos;SEGED;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Cozedura ao Forno;14.63%;3;Apoio;1
Serviço de Gestão de Dados Bibliográficos e Emissão de Documentos;SEGED;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;14.56%;4;Apoio;1
Serviço de Gestão de Dados Bibliográficos e Emissão de Documentos;SEGED;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;13.99%;5;Apoio;1
Seção de Processamento Administrativo;SEPAD;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;37.07%;1;Apoio;1
Seção de Processamento Administrativo;SEPAD;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;17.26%;2;Apoio;1
Seção de Processamento Administrativo;SEPAD;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;17.20%;3;Apoio;1
Seção de Processamento Administrativo;SEPAD;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;16.52%;4;Apoio;1
Seção de Processamento Administrativo;SEPAD;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;16.33%;5;Apoio;1
Coordenação-Geral de Contratos de Tecnologia;CGTEC;Ciência e Tecnologia de Alimentos > Tecnologia de Alimentos > Tecnologia Combinatória;22.24%;1;Apoio;1
Coordenação-Geral de Contratos de Tecnologia;CGTEC;Engenharia Química > Tecnologia Química > Tecnologia de Moldes de Injeção e Aditivação de Polímeros;20.55%;2;Apoio;1
Coordenação-Geral de Contratos de Tecnologia;CGTEC;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Prestação de Contas;19.55%;3;Apoio;1
Coordenação-Geral de Contratos de Tecnologia;CGTEC;Engenharia Mecânica > Processos de Fabricação > Fabricação de Artigos de Papel, Papelão ou Material Trabalhado de Forma Análoga ao Papel;19.08%;4;Apoio;1
Coordenação-Geral de Contratos de Tecnologia;CGTEC;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Incorporação de Novas Tecnologias;16.50%;5;Apoio;1
Coordenação de Análise de Contratos I;COTEC-I;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Prestação de Contas;26.32%;1;Apoio;1
Coordenação de Análise de Contratos I;COTEC-I;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tomada de Decisão;26.32%;2;Apoio;1
Coordenação de Análise de Contratos I;COTEC-I;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;26.22%;3;Apoio;1
Coordenação de Análise de Contratos I;COTEC-I;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;24.41%;4;Apoio;1
Coordenação de Análise de Contratos I;COTEC-I;Engenharia Química > Tecnologia Química > Tecnologia de Moldes de Injeção e Aditivação de Polímeros;23.31%;5;Apoio;1
Coordenação de Análise de Contratos II;COTEC-II;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tomada de Decisão;23.23%;1;Apoio;1
Coordenação de Análise de Contratos II;COTEC-II;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;22.14%;2;Apoio;1
Coordenação de Análise de Contratos II;COTEC-II;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;20.61%;3;Apoio;1
Coordenação de Análise de Contratos II;COTEC-II;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;19.04%;4;Apoio;1
Coordenação de Análise de Contratos II;COTEC-II;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;18.95%;5;Apoio;1
Divisão de Orientação Técnica de Contratos;DITEC;Matemática > Análise > Análise de Mercado;27.55%;1;Apoio;1
Divisão de Orientação Técnica de Contratos;DITEC;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;27.23%;2;Apoio;1
Divisão de Orientação Técnica de Contratos;DITEC;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;26.97%;3;Apoio;1
Divisão de Orientação Técnica de Contratos;DITEC;Matemática > Análise > Análise e Melhoria de Processos;25.98%;4;Apoio;1
Divisão de Orientação Técnica de Contratos;DITEC;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;24.80%;5;Apoio;1
Serviço de Apoio Administrativo de Contratos;SACOT;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;24.59%;1;Apoio;1
Serviço de Apoio Administrativo de Contratos;SACOT;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;21.22%;2;Apoio;1
Serviço de Apoio Administrativo de Contratos;SACOT;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Sistemas de Esgotos;19.66%;3;Apoio;1
Serviço de Apoio Administrativo de Contratos;SACOT;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Identificação de Novos Líderes e Sucessores;19.56%;4;Apoio;1
Serviço de Apoio Administrativo de Contratos;SACOT;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;19.44%;5;Apoio;1
Seção de Exame Formal Preliminar de Contratos;SEFAP;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Processamento de Substâncias em Estado Plástico em Geral;23.31%;1;Apoio;1
Seção de Exame Formal Preliminar de Contratos;SEFAP;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Massas para Cozedura ao Forno;22.21%;2;Apoio;1
Seção de Exame Formal Preliminar de Contratos;SEFAP;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Cozedura ao Forno;20.63%;3;Apoio;1
Seção de Exame Formal Preliminar de Contratos;SEFAP;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Equipamento para Preparo ou Processamento de Massas;19.74%;4;Apoio;1
Seção de Exame Formal Preliminar de Contratos;SEFAP;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;19.63%;5;Apoio;1
Seção de Expedição de Certificados e Publicações;SECAP;Engenharia Mecânica > Processos de Fabricação > Processos de Combustão;23.03%;1;Apoio;1
Seção de Expedição de Certificados e Publicações;SECAP;Engenharia Mecânica > Projetos de Máquinas > Instalações de Motores em Geral;21.07%;2;Apoio;1
Seção de Expedição de Certificados e Publicações;SECAP;Ciência e Tecnologia de Alimentos > Ciência de Alimentos > Composição e Processo de Fabricação de Alimentos;21.05%;3;Apoio;1
Seção de Expedição de Certificados e Publicações;SECAP;Engenharia Mecânica > Processos de Fabricação > Máquinas ou Motores em Geral;20.61%;4;Apoio;1
Seção de Expedição de Certificados e Publicações;SECAP;Biologia Geral > Biologia Geral > Processos de Obtenção de Produtos Naturais;20.54%;5;Apoio;1
