Novo;Status;Natureza;Area;Competencia;Instituicao;LogoInstituicao;Tematica;Curso;CH;Link;Modalidade;Nivel;Custo;Publico;Plataforma;Administrador;Objetivo;Imagem;Sigla;Ini-Inscr;Fim-Inscr;Ini-Disp;Fim-Disp;;
;ABERTO;Educação Corporativa;COGER;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR RESULTADOS;ELABORAÇÃO DE INDICADORES DE DESEMPENHO INSTITUCIONAL;25;https://www.escolavirtual.gov.br/curso/604/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;INDICADORES GERENCIAIS;ELABORAÇÃO DE INDICADORES DE DESEMPENHO INSTITUCIONAL;25;https://www.escolavirtual.gov.br/curso/604/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DOCUMENTAL;ELABORAÇÃO DE INSTRUMENTOS DE GESTÃO DE DOCUMENTOS ARQUIVÍSTICOS RELATIVOS ÀS ATIVIDADES-FIM;20;https://www.escolavirtual.gov.br/curso/858;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;ELABORAÇÃO DE PLANOS DE ENTREGAS E DE TRABALHO DO PGD;20;https://www.escolavirtual.gov.br/curso/1344;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;IFRS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/ifrs-logo.png;GESTÃO DE PROJETOS;ELABORAÇÃO E ANÁLISE DE PROJETOS - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1913;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;ELABORAÇÃO E MONITORAMENTO DO PDTIC;25;https://www.escolavirtual.gov.br/curso/531;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;HARVARD UNIVERSITY;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/harvarduniversity-logo.png;QUÍMICA;ELETROQUÍMICA;80;https://pll.harvard.edu/course/energy-and-thermodynamics;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;20;https://www.escolavirtual.gov.br/curso/773;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;COMUNICAÇÃO;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;20;https://www.escolavirtual.gov.br/curso/773;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;20;https://www.escolavirtual.gov.br/curso/773;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;20;https://www.escolavirtual.gov.br/curso/773;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;20;https://www.escolavirtual.gov.br/curso/773;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;E-LIDERANÇA: COMO GERENCIAR E LIDERAR EQUIPES EM AMBIENTES REMOTOS;20;https://www.escolavirtual.gov.br/curso/773;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;EMPLOYEE EXPERIENCE (EX): ENGAJAMENTO E PRODUTIVIDADE NO SETOR PÚBLICO;25;https://www.escolavirtual.gov.br/curso/805/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;EMPRESAS E DIREITOS HUMANOS;30;https://www.escolavirtual.gov.br/curso/333;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;EMPRESAS E DIREITOS HUMANOS;30;https://www.escolavirtual.gov.br/curso/333;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;EMPRESAS E DIREITOS HUMANOS;30;https://www.escolavirtual.gov.br/curso/333;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;INTEGRIDADE;ENFRENTANDO O ASSÉDIO MORAL E SEXUAL E A VIOLÊNCIA DE GÊNERO NAS INSTITUIÇÕES PÚBLICAS;20;https://suap.enap.gov.br/vitrine/curso/2643/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;ESKADA;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/eskada-logo.png;ENSINO E APRENDIZAGEM;ENSINANDO COM MOODLE;60;https://eskadauema.com/course/view.php?id=49;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;HARVARD UNIVERSITY;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/harvarduniversity-logo.png;QUÍMICA;ENTROPIA E EQUILÍBRIO;80;https://pll.harvard.edu/course/entropy-and-equilibria;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;EQUIDADE, DIVERSIDADE, INCLUSÃO E PERTENCIMENTO;17;https://suap.enap.gov.br/vitrine/curso/2782/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;PREVIDÊNCIA;ESOCIAL PARA ÓRGÃOS PÚBLICOS - RPPS;20;https://www.escolavirtual.gov.br/curso/219;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2226;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2226;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2226;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2226;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2226;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 1 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2226;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1740;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1740;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1740;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1740;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1740;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 10 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1740;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2066;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2066;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2066;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2066;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2066;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 2 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=2066;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1738;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1738;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1738;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1738;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1738;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 3 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1738;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1735;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1735;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1735;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1735;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1735;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 4 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1735;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1925;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1925;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1925;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1925;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1925;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 5 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1925;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 6 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1926;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 6 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1926;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 6 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1926;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 6 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1926;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 6 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1926;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 6 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1926;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 7 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1927;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 7 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1927;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 7 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1927;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 7 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1927;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 7 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1927;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 8 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1928;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 8 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1928;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 8 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1928;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 8 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1928;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 8 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1928;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRAD;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 9 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1929;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGEI;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 9 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1929;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 9 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1929;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 9 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1929;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;APRENDA MAIS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/aprendamais-logo.png;IDIOMAS;ESPANHOL 9 - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1929;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;GEEad;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/geead-logo.png;IDIOMAS;ESPANHOL BÁSICO;40;https://portalgeead.cps.sp.gov.br/mooc/;Híbrido;;;;;;;;;;;;;;
